model_name,record_idx,family,layer_idx,final_label,entity_transfer,overwrite,failure,switch_strength
meta-llama/Meta-Llama-3-8B,73,comparative,16,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,73,comparative,18,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,73,comparative,20,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,73,comparative,22,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,73,comparative,24,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,73,comparative,26,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,73,comparative,28,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,73,comparative,30,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,74,comparative,0,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,74,comparative,2,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,74,comparative,4,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,74,comparative,6,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,74,comparative,8,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,74,comparative,10,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,74,comparative,12,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,74,comparative,14,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,74,comparative,16,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,74,comparative,18,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,74,comparative,20,entity_transfer,1,0,0,4
meta-llama/Meta-Llama-3-8B,74,comparative,22,entity_transfer,1,0,0,4
meta-llama/Meta-Llama-3-8B,74,comparative,24,entity_transfer,1,0,0,4
meta-llama/Meta-Llama-3-8B,74,comparative,26,entity_transfer,1,0,0,4
meta-llama/Meta-Llama-3-8B,74,comparative,28,entity_transfer,1,0,0,3
meta-llama/Meta-Llama-3-8B,74,comparative,30,entity_transfer,1,0,0,-1
meta-llama/Meta-Llama-3-8B,75,comparative,0,failure,0,0,1,-6
meta-llama/Meta-Llama-3-8B,75,comparative,2,failure,0,0,1,-6
meta-llama/Meta-Llama-3-8B,75,comparative,4,overwrite,0,1,0,0
meta-llama/Meta-Llama-3-8B,75,comparative,6,overwrite,0,1,0,0
meta-llama/Meta-Llama-3-8B,75,comparative,8,overwrite,0,1,0,0
meta-llama/Meta-Llama-3-8B,75,comparative,10,overwrite,0,1,0,0
meta-llama/Meta-Llama-3-8B,75,comparative,12,overwrite,0,1,0,0
meta-llama/Meta-Llama-3-8B,75,comparative,14,overwrite,0,1,0,0
meta-llama/Meta-Llama-3-8B,75,comparative,16,failure,0,0,1,-6
meta-llama/Meta-Llama-3-8B,75,comparative,18,failure,0,0,1,-6
meta-llama/Meta-Llama-3-8B,75,comparative,20,entity_transfer,1,0,0,-2
meta-llama/Meta-Llama-3-8B,75,comparative,22,entity_transfer,1,0,0,-2
meta-llama/Meta-Llama-3-8B,75,comparative,24,entity_transfer,1,0,0,-2
meta-llama/Meta-Llama-3-8B,75,comparative,26,entity_transfer,1,0,0,-2
meta-llama/Meta-Llama-3-8B,75,comparative,28,entity_transfer,1,0,0,-2
meta-llama/Meta-Llama-3-8B,75,comparative,30,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,76,comparative,0,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,76,comparative,2,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,76,comparative,4,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,76,comparative,6,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,76,comparative,8,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,76,comparative,10,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,76,comparative,12,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,76,comparative,14,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,76,comparative,16,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,76,comparative,18,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,76,comparative,20,failure,0,0,1,-3
meta-llama/Meta-Llama-3-8B,76,comparative,22,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,76,comparative,24,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,76,comparative,26,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,76,comparative,28,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,76,comparative,30,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,77,comparative,0,failure,0,0,1,-8
meta-llama/Meta-Llama-3-8B,77,comparative,2,overwrite,0,1,0,3
meta-llama/Meta-Llama-3-8B,77,comparative,4,failure,0,0,1,-12
meta-llama/Meta-Llama-3-8B,77,comparative,6,failure,0,0,1,-12
meta-llama/Meta-Llama-3-8B,77,comparative,8,failure,0,0,1,-8
meta-llama/Meta-Llama-3-8B,77,comparative,10,failure,0,0,1,-8
meta-llama/Meta-Llama-3-8B,77,comparative,12,failure,0,0,1,-8
meta-llama/Meta-Llama-3-8B,77,comparative,14,failure,0,0,1,-8
meta-llama/Meta-Llama-3-8B,77,comparative,16,failure,0,0,1,-8
meta-llama/Meta-Llama-3-8B,77,comparative,18,failure,0,0,1,-8
meta-llama/Meta-Llama-3-8B,77,comparative,20,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,77,comparative,22,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,77,comparative,24,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,77,comparative,26,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,77,comparative,28,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,77,comparative,30,entity_transfer,1,0,0,4
meta-llama/Meta-Llama-3-8B,78,symbol,0,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,78,symbol,2,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,78,symbol,4,overwrite,0,1,0,5
meta-llama/Meta-Llama-3-8B,78,symbol,6,overwrite,0,1,0,5
meta-llama/Meta-Llama-3-8B,78,symbol,8,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,78,symbol,10,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,78,symbol,12,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,78,symbol,14,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,78,symbol,16,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,78,symbol,18,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,78,symbol,20,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,78,symbol,22,entity_transfer,1,0,0,-5
meta-llama/Meta-Llama-3-8B,78,symbol,24,entity_transfer,1,0,0,-5
meta-llama/Meta-Llama-3-8B,78,symbol,26,entity_transfer,1,0,0,-5
meta-llama/Meta-Llama-3-8B,78,symbol,28,entity_transfer,1,0,0,-5
meta-llama/Meta-Llama-3-8B,78,symbol,30,entity_transfer,1,0,0,-5
meta-llama/Meta-Llama-3-8B,79,symbol,0,failure,0,0,1,-1
meta-llama/Meta-Llama-3-8B,79,symbol,2,failure,0,0,1,-1
meta-llama/Meta-Llama-3-8B,79,symbol,4,failure,0,0,1,-1
meta-llama/Meta-Llama-3-8B,79,symbol,6,failure,0,0,1,-1
meta-llama/Meta-Llama-3-8B,79,symbol,8,failure,0,0,1,-1
meta-llama/Meta-Llama-3-8B,79,symbol,10,failure,0,0,1,-1
meta-llama/Meta-Llama-3-8B,79,symbol,12,failure,0,0,1,-1
meta-llama/Meta-Llama-3-8B,79,symbol,14,failure,0,0,1,-1
meta-llama/Meta-Llama-3-8B,79,symbol,16,failure,0,0,1,-1
meta-llama/Meta-Llama-3-8B,79,symbol,18,failure,0,0,1,-1
meta-llama/Meta-Llama-3-8B,79,symbol,20,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,79,symbol,22,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,79,symbol,24,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,79,symbol,26,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,79,symbol,28,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,79,symbol,30,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,80,symbol,0,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,80,symbol,2,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,80,symbol,4,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,80,symbol,6,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,80,symbol,8,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,80,symbol,10,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,80,symbol,12,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,80,symbol,14,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,80,symbol,16,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,80,symbol,18,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,80,symbol,20,entity_transfer,1,0,0,-3
meta-llama/Meta-Llama-3-8B,80,symbol,22,entity_transfer,1,0,0,-3
meta-llama/Meta-Llama-3-8B,80,symbol,24,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,80,symbol,26,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,80,symbol,28,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,80,symbol,30,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,81,symbol,0,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,81,symbol,2,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,81,symbol,4,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,81,symbol,6,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,81,symbol,8,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,81,symbol,10,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,81,symbol,12,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,81,symbol,14,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,81,symbol,16,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,81,symbol,18,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,81,symbol,20,failure,0,0,1,-1
meta-llama/Meta-Llama-3-8B,81,symbol,22,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,81,symbol,24,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,81,symbol,26,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,81,symbol,28,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,81,symbol,30,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,82,symbol,0,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,82,symbol,2,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,82,symbol,4,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,82,symbol,6,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,82,symbol,8,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,82,symbol,10,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,82,symbol,12,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,82,symbol,14,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,82,symbol,16,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,82,symbol,18,failure,0,0,1,-11
meta-llama/Meta-Llama-3-8B,82,symbol,20,entity_transfer,1,0,0,-3
meta-llama/Meta-Llama-3-8B,82,symbol,22,entity_transfer,1,0,0,-3
meta-llama/Meta-Llama-3-8B,82,symbol,24,entity_transfer,1,0,0,-3
meta-llama/Meta-Llama-3-8B,82,symbol,26,entity_transfer,1,0,0,-3
meta-llama/Meta-Llama-3-8B,82,symbol,28,entity_transfer,1,0,0,-3
meta-llama/Meta-Llama-3-8B,82,symbol,30,entity_transfer,1,0,0,-3
meta-llama/Meta-Llama-3-8B,83,symbol,0,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,83,symbol,2,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,83,symbol,4,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,83,symbol,6,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,83,symbol,8,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,83,symbol,10,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,83,symbol,12,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,83,symbol,14,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,83,symbol,16,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,83,symbol,18,failure,0,0,1,-7
meta-llama/Meta-Llama-3-8B,83,symbol,20,overwrite,0,1,0,-6
meta-llama/Meta-Llama-3-8B,83,symbol,22,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,83,symbol,24,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,83,symbol,26,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,83,symbol,28,entity_transfer,1,0,0,1
meta-llama/Meta-Llama-3-8B,83,symbol,30,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,1,capital,0,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,2,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,4,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,6,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,8,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,10,failure,0,0,1,-1
Qwen/Qwen2.5-3B,1,capital,12,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,14,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,16,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,18,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,20,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,22,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,24,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,26,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,28,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,30,failure,0,0,1,-3
Qwen/Qwen2.5-3B,1,capital,32,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,1,capital,34,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,2,capital,0,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,2,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,4,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,6,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,8,overwrite,0,1,0,0
Qwen/Qwen2.5-3B,2,capital,10,overwrite,0,1,0,0
Qwen/Qwen2.5-3B,2,capital,12,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,14,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,16,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,18,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,20,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,22,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,24,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,26,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,28,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,30,failure,0,0,1,-1
Qwen/Qwen2.5-3B,2,capital,32,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,2,capital,34,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,3,capital,0,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,2,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,4,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,6,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,8,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,10,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,12,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,14,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,16,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,18,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,20,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,22,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,24,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,26,failure,0,0,1,-11
Qwen/Qwen2.5-3B,3,capital,28,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,3,capital,30,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,3,capital,32,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,3,capital,34,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,4,capital,0,failure,0,0,1,-1
Qwen/Qwen2.5-3B,4,capital,2,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,4,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,6,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,8,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,10,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,12,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,14,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,16,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,18,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,20,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,22,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,24,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,26,failure,0,0,1,-8
Qwen/Qwen2.5-3B,4,capital,28,overwrite,0,1,0,0
Qwen/Qwen2.5-3B,4,capital,30,overwrite,0,1,0,0
Qwen/Qwen2.5-3B,4,capital,32,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,4,capital,34,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,5,capital,0,failure,0,0,1,-11
Qwen/Qwen2.5-3B,5,capital,2,failure,0,0,1,-11
Qwen/Qwen2.5-3B,5,capital,4,failure,0,0,1,-11
Qwen/Qwen2.5-3B,5,capital,6,failure,0,0,1,-11
Qwen/Qwen2.5-3B,5,capital,8,failure,0,0,1,-11
Qwen/Qwen2.5-3B,5,capital,10,failure,0,0,1,-11
Qwen/Qwen2.5-3B,5,capital,12,overwrite,0,1,0,2
Qwen/Qwen2.5-3B,5,capital,14,overwrite,0,1,0,2
Qwen/Qwen2.5-3B,5,capital,16,overwrite,0,1,0,2
Qwen/Qwen2.5-3B,5,capital,18,overwrite,0,1,0,2
Qwen/Qwen2.5-3B,5,capital,20,overwrite,0,1,0,2
Qwen/Qwen2.5-3B,5,capital,22,overwrite,0,1,0,2
Qwen/Qwen2.5-3B,5,capital,24,overwrite,0,1,0,2
Qwen/Qwen2.5-3B,5,capital,26,overwrite,0,1,0,2
Qwen/Qwen2.5-3B,5,capital,28,overwrite,0,1,0,0
Qwen/Qwen2.5-3B,5,capital,30,overwrite,0,1,0,0
Qwen/Qwen2.5-3B,5,capital,32,entity_transfer,1,0,0,2
Qwen/Qwen2.5-3B,5,capital,34,entity_transfer,1,0,0,2
Qwen/Qwen2.5-3B,6,capital,0,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,2,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,4,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,6,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,8,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,10,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,12,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,14,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,16,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,18,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,20,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,22,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,24,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,26,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,28,overwrite,0,1,0,1
Qwen/Qwen2.5-3B,6,capital,30,failure,0,0,1,-11
Qwen/Qwen2.5-3B,6,capital,32,entity_transfer,1,0,0,-7
Qwen/Qwen2.5-3B,6,capital,34,entity_transfer,1,0,0,-7
Qwen/Qwen2.5-3B,7,capital,0,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,2,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,4,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,6,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,8,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,10,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,12,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,14,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,16,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,18,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,20,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,22,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,24,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,26,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,28,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,30,failure,0,0,1,-5
Qwen/Qwen2.5-3B,7,capital,32,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,7,capital,34,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,8,capital,0,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,2,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,4,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,6,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,8,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,10,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,12,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,14,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,16,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,18,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,20,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,22,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,24,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,26,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,28,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,30,failure,0,0,1,-9
Qwen/Qwen2.5-3B,8,capital,32,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,8,capital,34,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,9,capital,0,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,2,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,4,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,6,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,8,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,10,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,12,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,14,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,16,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,18,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,20,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,22,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,24,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,26,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,28,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,30,failure,0,0,1,-12
Qwen/Qwen2.5-3B,9,capital,32,overwrite,0,1,0,1
Qwen/Qwen2.5-3B,9,capital,34,overwrite,0,1,0,1
Qwen/Qwen2.5-3B,10,capital,0,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,2,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,4,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,6,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,8,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,10,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,12,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,14,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,16,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,18,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,20,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,22,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,24,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,26,failure,0,0,1,-6
Qwen/Qwen2.5-3B,10,capital,28,overwrite,0,1,0,0
Qwen/Qwen2.5-3B,10,capital,30,overwrite,0,1,0,0
Qwen/Qwen2.5-3B,10,capital,32,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,10,capital,34,entity_transfer,1,0,0,1
Qwen/Qwen2.5-3B,11,capital,0,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,2,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,4,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,6,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,8,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,10,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,12,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,14,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,16,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,18,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,20,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,22,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,24,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,26,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,28,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,30,failure,0,0,1,-12
Qwen/Qwen2.5-3B,11,capital,32,entity_transfer,1,0,0,2
Qwen/Qwen2.5-3B,11,capital,34,entity_transfer,1,0,0,2
Qwen/Qwen2.5-3B,12,capital,0,failure,0,0,1,-10
Qwen/Qwen2.5-3B,12,capital,2,failure,0,0,1,-10
Qwen/Qwen2.5-3B,12,capital,4,failure,0,0,1,-10
Qwen/Qwen2.5-3B,12,capital,6,failure,0,0,1,-10
